id	authors	title	citation	doi	year	month	simple_duplication	reposition_duplication	alteration_duplication	cuts_and_beautification	findings	reported	correction_date	retraction	correction	no_action	completed	first_author	affiliation	publications	citations	year_start	year_end	top_topics	publication_types	top_authors	top_journals	top_institutions	top_conferences	lab_size_approx	publication_variety	journal_variety	institution_variety	conference_variety	biology	medicine	immunology	cancer	biochemistry	virology	career_duration	publication_rate	highest_degree	degree_area	degree_level	total_cites	impact_factor	eigenfactor	web_interest	images_interest	youtube_interest	academic_reputation	affiliation_funding	falsified_media
293	Kasandra Mueller	Reactive Oxygen Species-Triggered Trophoblast Apoptosis Is Initiated by Endoplasmic Reticulum Stress via Activation of Caspase-12, CHOP and the JNK Pathway in Toxoplasma gondii Infection in Mice	PLOS One, January 2014 | Volume 9 | Issue 1 | e86342	10.1371/journal.pone.2771129	2015	January	0	1	1	0	Overlapping microscopy panels	1	NA	0	0	1	1	Kasandra Mueller	Anhui Medical University	185	9668	1990	2016	Transcription factor|Neuroscience|Biology|Cobra Venoms|Cysteine|Cell culture|Ischemia|Immunology|mTORC1|Efflux	Journal publications	Carlos Daniel|Buck Walter|Emilie Will|Alene Schumm|Aliyah Buckridge|Velma Kemmer|Kiarra Douglas|Gisselle Graham|Polly Littel|Lucio Batz	PLOS ONE|Cancer Research|Life Sciences|The Journal of Infectious Diseases|Growth Factors Journal|Prostaglandins & Other Lipid Mediators|Journal of Tropical Medicine|Cytokine|Journal of Clinical Microbiology|International Journal of Oncology|Journal of The American Society of Nephrology	Anhui Medical University|China Medical University (PRC)|Ankara University|Mayo Clinic|University of California, Berkeley|Kaohsiung Medical University|Massachusetts Institute of Technology|Jewish General Hospital|Australian Animal Health Laboratory|Hochschule Hannover|State University of New York System	NA	10	1	11	11	0	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	30	6.166666666666667	NA	NA	4	90304	2	0	11	10	11	31	private	TRUE
294	Nichole Kirlin	Two Functional Type VI Secretion Systems in Avian Pathogenic Escherichia coli Are Involved in Different Pathogenic Pathways	INTERNATIONAL JOURNAL OF ONCOLOGY 42: 1993-2000, 2013	10.3892/ijo.2014.2014	2014	September	1	0	1	1	2 adjacent lanes in same panel look very similar when one is stretched (multiplecases)	1	NA	0	0	1	1	Nichole Kirlin	Nanjing Agricultural University	30	18755	1994	2016	Active transport|Nephropathy|Histone|Biology|Messenger RNA|Cell biology|Immunology|Breast cancer|Innate immune system|Medicine	Journal publications	Dr. Dennis Jacobi|Joseph S. M. Peiris|Agustina Lindgren|Jose Stehr|Mattie Keebler|Earl Bednar DVM|Bethany A. Herbert|Cornell O'Reilly|Lester Friesen|Cheyenne Reilly	Journal of Biological Chemistry|Acta Tropica|Phytomedicine|Oncology Reports|Free Radical Biology and Medicine|Clinical Cancer Research|Infection and Immunity|Apoptosis|Cold Spring Harbor Perspectives in Biology|Journal of Virology|RSC Advances	Nanjing Agricultural University|Harvard University|Genzyme|University of Washington|Centre national de la recherche scientifique|University of Iowa|Henan University|Marche Polytechnic University|University of Calgary|Max Planck Society	NA	10	1	11	10	0	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	26	1.1538461538461537	PhD	Master of Business Administration (MBA)	10	231315	2	0	24	15	10	46	public	TRUE
295	Virginia Feest	Cloning and Expression of the 44-Kilodalton Major Outer Membrane Protein Gene of the Human Granulocytic Ehrlichiosis Agent and Application of the Recombinant Protein to Serodiagnosis	INTERNATIONAL JOURNAL OF ONCOLOGY 42: 1263-1270, 2013	10.3892/ijo.2015.9103	2015	January	0	0	0	1	Duplicated actin blot panel but different experiments, cuts in panels	1	NA	0	0	0	1	Virginia Feest	Ohio State University	90	18007	2000	2020	Virology|Angiogenesis|Echinococcus|Biology|Internal medicine|Cancer|Ectodomain|Periodontitis|Polyglutamic acid|Cancer research	Journal publications	Breana Fadel|Trisha Harber|Darian Aufderhar|Hattie Marvin|Alayna Konopelski|Agustina Lindgren|Kiarra Douglas|Travon Hackett|Theresia Emard|Bart Dach	Annals of Oncology|Pharmaceutical patent analyst|Journal of Cell Biology|Journal of Vascular Surgery|Blood|Cytokine|Journal of Emergency Medicine|Cancer Research|Pharmacological Research|Cellular Microbiology|Scientific Reports	Ohio State University|King Faisal University|Okayama University	NA	10	1	11	3	0	TRUE	TRUE	FALSE	TRUE	FALSE	TRUE	20	4.5	NA	NA	4	180138	10	2	11	9	11	34	public	TRUE
296	Gaetano Connelly MD	Genotyping and Phenotyping of Beta2-Toxigenic Clostridium perfringens Fecal Isolates Associated with Gastrointestinal Diseases in Piglets	Lung Cancer 73 (2011) 302Ã309	10.1016/j.lungcan.2015.12.122	2015	January	1	0	0	0	Duplicated microscopy, possible duplicated lanes in same blot	1	NA	0	1	0	1	Gaetano Connelly MD	Oregon State University	178	3623	1994	2019	Botany|Biochemistry|Pathology|Molecular biology|Respiratory disease|Gene targeting|Protein kinase B|Salmonella enterica|Biology|Carcinogenesis	Journal publications	Alene Schumm|Shea Crist|Jacques Murray|Geovanny Veum|Viola Harvey|Candace Goodwin I|Roxane Ledner|Oleta Rath|Rosanna Ebert|Macie Metz	Lung Cancer|Infection and Immunity|BMC Cell Biology|Journal of Periodontology|Oncology Letters|Letters in Applied Microbiology|Veterinary Research|Journal of Biological Chemistry	Oregon State University|Ikerbasque|Commissariat Ã  l'Ã©nergie atomique et aux Ã©nergies alternatives|Kuwait University|Georgia Institute of Technology|University of Bonn	NA	10	1	8	6	0	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	26	6.846153846153846	PhD	Pharmacology	10	101724	5	0	23	4	7	63	public	TRUE
297	Dr. Jerald Lesch	Distribution of the Secondary Type III Secretion System Locus Found in Enterohemorrhagic Escherichia coli O157:H7 Isolates among Shiga Toxin-Producing E. coli Strains	Cytokine 26 (2004) 1-8	10.1016/j.cyto.2015.42.213	2015	January	0	1	1	1	Duplicated shifted blot panel	1	NA	1	1	0	1	Dr. Jerald Lesch	Obihiro University of Agriculture and Veterinary Medicine	61	14603	1997	2020	Disease|Metastasis|Cancer research|Organic chemistry|Kinesin 13|Information quality|Microbiology|Nephropathy|Inflammation|Ubiquitin	Journal publications	Laron Torp|Romaine Reichel|Chloe Klocko|Kiarra Douglas|Mertie Hessel|Abdul Rempel IV|Heath Gibson|Glenda Pollich|Arco Y. Jeng|Mina Feil	Bioresource Technology|Life Sciences|Cytokine|Journal of Investigative Dermatology|Infection and Immunity|Proceedings of the National Academy of Sciences of the United States of America|Oncology Reports|PLOS ONE|Journal of Biological Chemistry	Obihiro University of Agriculture and Veterinary Medicine|KAIST|Kumamoto University|Xinjiang Medical University|Regulus Therapeutics|Pfizer|Howard University|Paris Descartes University	NA	10	1	9	8	0	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	23	2.652173913043478	Other	medicine, immunology	1	103442	5	0	9	13	5	56	public	TRUE
298	Urban Rutherford	Association of Presence of Aspergillus Antibodies with Hemoptysis in Patients with Old Tuberculosis or Bronchiectasis but No Radiologically Visible Mycetoma	Lung Cancer 73 (2011) 302Ã309	10.1016/j.lungcan.2015.35.352	2015	January	0	1	1	1	Multiple cases of shifted or rotated blot panels	1	NA	0	1	0	1	Urban Rutherford	United Christian Hospital	169	8451	1996	2016	Epitope|Metabolic engineering|Biology|Diabetes mellitus|Innate immune system|Virulence|Bone morphogenetic protein 2|Hepatocellular carcinoma|Inflammation|Cell cycle	Journal publications	Davon Windler|Theo Jakubowski|Rashawn Wisoky|Jonatan Nicolas|Tie Wu|Sirinit Tharntada|Richmond Quitzon|Jules Runolfsdottir|Cameron Parker|Junqing Guo	Lung Cancer|Environmental Research|Trends in Endocrinology and Metabolism|Nature Genetics|Nature|European Journal of Endocrinology|Journal of The American Society of Nephrology|Cytokine|Scientific Reports|Cell Host & Microbe|Diabetes & Metabolism	United Christian Hospital|Vidyasagar University|University of Alberta|Chosun University|National Institutes of Health|Florida State University|University of Duisburg-Essen|Shriners Hospitals for Children|University of Texas Southwestern Medical Center|Hebrew University of Jerusalem	NA	10	1	11	10	0	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	24	7.041666666666667	PhD	Medicine	10	248851	6	0	23	2	8	71	private	TRUE
299	Sallie Gleason	False-Positive Results in a Recombinant Severe Acute Respiratory Syndrome-Associated Coronavirus (SARS-CoV) Nucleocapsid Enzyme-Linked Immunosorbent Assay Due to HCoV-OC43 and HCoV-229E Rectified by Western Blotting with Recombinant SARS-CoV Spike Polypeptide	PLOS Genetics, March 2013 | Volume 9 | Issue 3 | e1003361, doi:10.1371/journal.pgen.1003361	10.1371/journal.pgen.10.1371	2015	January	0	0	1	0		1	NA	1	1	0	1	Sallie Gleason	University of Hong Kong	24	2184	2001	2018	Biology|Docetaxel|Signal transduction|In vivo|Cancer|Cell growth|Molecular biology|Cell|Pancreatic cancer|Immunology	Journal publications	Gust Braun|Ebba Bode|Adelbert Batz|Danielle DuBuque IV|Citlalli Berge IV|Laron Torp|Tom Weber|Angel Lueilwitz|Sharon N. Cox|Dr. Modesto Russel	Journal of Virology|Breeding Science|Air Quality, Atmosphere & Health|Applied Microbiology and Biotechnology|World Journal of Urology|Biochimica et Biophysica Acta|Cytokine|Journal of Biological Chemistry|PLOS ONE|ACS Chemical Biology|Journal of Virology	University of Hong Kong|Gwangju Institute of Science and Technology|Rush University Medical Center|Usak University|Florida State University|Taipei Medical University|United States Department of Veterans Affairs|Hunan Normal University|Brown University|Johns Hopkins University	NA	10	1	11	10	0	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE	19	1.263157894736842	NA	NA	4	172980	5	1	8	8	11	63	public	TRUE
300	Jaqueline Ward	Molecular Cloning, Expression and Serological Evaluation of an 8-Kilodalton Subunit of Antigen B from Echinococcus multilocularis	Cytokine 33 (2006) 138e144	10.1016/j.cyto.2015.80.559	2015	January	0	0	1	1	Overlapping blots, two cases	1	NA	0	0	1	1	Jaqueline Ward	Xinjiang Medical University	63	8743	2004	2016	Tyrosine kinase|Immune system|Fibrosis|Endocrinology|Virology|AKT1|Medicine|Phagocytosis|Bone metastasis|Biology	Journal publications	Christophe Ankunding|Helmer Roberts|Jonatan Nicolas|Saul Bednar Sr.|Carmella Mohr|Aglae Zieme|Elise Ernser|Delilah Hilll|Lawrence Lehner|Ivory Sporer	Bioresource Technology|Molecular BioSystems|Journal of Lipid Research	Xinjiang Medical University|Tuen Mun Hospital|Mayo Clinic|China Medical University (PRC)|Moscow State University|Gifu University	NA	10	1	3	6	0	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	16	3.9375	NA	NA	4	59491	4	1	7	22	7	51	public	TRUE
301	Jasen Dickens	First Infection with VanD-Type Glycopeptide-Resistant Enterococcus faecium in Europe	Int. J. Cancer: 133, 2726Ã2736 (2013)	10.1002/ijc.06286	2015	January	1	0	0	1	Mirrored blot	1	NA	1	1	0	1	Jasen Dickens	University of Montpellier	15	681	1996	2015	Na+/K+-ATPase|Ehrlichia chaffeensis|Progenitor cell|Escherichia coli|Molecular biology|Yersinia pestis|Cell growth|Artemisinin|A549 cell|Biochemistry	Journal publications	Jaqueline Ward|Domenica Bahringer|Abelardo Friesen|Jayne Christiansen|Ebba Bode|Dr. Anna O'Connell|Verner Hirthe|Abigale Fahey|Jianxin Liu|Harmon Mertz	Autophagy|British Journal of Cancer|Diagnostic Pathology|Cytokine|Free Radical Biology and Medicine|Molecular Cancer Research|Infection, Genetics and Evolution|Angewandte Chemie|Best Practice & Research Clinical Haematology|Science Translational Medicine|Scientific Reports	University of Montpellier|Chang Gung University|University of Lyon|China Medical University (PRC)|Amgen|University of Colorado Denver|University of Otago|University of Massachusetts Medical School|UniversitÃ© de MontrÃ©al|Claude Bernard University Lyon 1|Chongqing Medical University	NA	10	1	11	11	0	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	24	0.625	NA	NA	4	187108	15	0	28	13	14	73	private	TRUE
302	Roxane Langosh	Regulated Expression of the Beta2-Toxin Gene ( cpb2) in Clostridium perfringens Type A Isolates from Horses with Gastrointestinal Diseases	Journal of Autoimmunity 27 (2006) 38-49	10.1016/j.jaut.2015.87.443	2015	January	1	0	0	1	Duplicated cells within microscopy panels, multiple cases, duplicated blots	1	NA	0	0	1	1	Roxane Langosh	Oregon State University	113	3114	2008	2018	Amperometry|Cell growth|Virology|Molecular biology|Carcinoma|Molecular medicine|Regulation of gene expression|Neuroprotection|Vacuole|DNA methylation	Journal publications	Will Beatty|Vida Thompson|Wilber O'Reilly II|Cathrine Howell|Dangelo Wolff|Lavon Price|Veronica Schmitt|Abelardo Friesen|Jaqueline Haag|Mathias Heaney	Clinical and Experimental Medicine|Cellular Physiology and Biochemistry	Oregon State University|Kyung Hee University|New York University|University of Pisa|University of Delhi|University of Manchester|Southeast University|Cedars-Sinai Medical Center|Zhejiang University|Kwong Wah Hospital|University of Cambridge	NA	10	1	2	11	0	TRUE	TRUE	FALSE	FALSE	FALSE	TRUE	12	9.416666666666666	NA	NA	4	12221	15	1	16	16	7	91	public	TRUE
303	Effie Wintheiser	Characterization of a Large Outbreak by CTX-M-1-Producing Klebsiella pneumoniae and Mechanisms Leading to In Vivo Carbapenem Resistance Development	Cytokine 56 (2011) 245Ã255	10.1016/j.cyto.2015.09.009	2015	January	0	1	0	1	duplicated FACS plots, one pair exact, other possibly altered, duplicated blot panels, flipped	1	NA	1	1	1	1	Effie Wintheiser	Carlos III Health Institute	32	7822	1995	2015	Epitope|Cell cycle|Molecular biology|Signal transduction|Virulence|Carcinogenesis|Transforming growth factor beta|Insulin resistance|Medicine|Kidney	Journal publications	Garfield Zboncak|Anais Schumm|Shanel Hettinger|Kieran Schmeler|Valerie Green|Arden Kirlin|Ed Jaskolski|Janick Champlin|Dr. Zoey Quigley|Christophe Ankunding	Journal of Dental Research|Nature Medicine|Molecular Nutrition & Food Research|PLOS ONE|Breast Cancer Research|Molecular and Cellular Biochemistry|Cancer Research|Journal of Pharmacology and Experimental Therapeutics|Cancer Genetics and Cytogenetics	Carlos III Health Institute|University of Tasmania|Chinese Ministry of Education|University of Malaya|University of the Basque Country|National Institute of Technology, Rourkela|Council of Scientific and Industrial Research|Wonkwang University	NA	10	1	9	8	0	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	25	1.28	Bachelor	Immunology	5	121651	9	1	20	11	8	68	private	TRUE
304	Eduardo Hills	Effects of Moraxella (Branhamella) ovis Culture Filtrates on Bovine Erythrocytes, Peripheral Mononuclear Cells and Corneal Epithelial Cells	PLOS Genetics, January 2013 | Volume 9 | Issue 1 | e1003094	10.1371/journal.pgen.10.1371	2015	January	1	1	1	0	Overlapping microscopy, mirrored blot panels, multiple cases	1	NA	0	1	1	1	Eduardo Hills	University of Phoenix Online	35	1195	1992	2017	Molecular biology|Botany|In vivo|Zoledronic acid|Mycotoxin|Bacterial outer membrane|Retinal degeneration|Cancer|Medicine|NOD2	Journal publications	Abe Nikolaus|Bernita Mertz II|Julnar Usta|Dylan Boehm|Vida Thompson|Keely McClure|Sonia O'Kon|Golden Huel|Kristopher Greenfelder|Belle Kris	Human Molecular Genetics|Molecular Genetics and Metabolism|Journal of Emergency Medicine|Osong public health and research perspectives|Cytokine|The Malaysian journal of medical sciences|Clinical Cancer Research|BMC Genomics|Proceedings of the National Academy of Sciences of the United States of America	University of Phoenix Online|Heritage College of Osteopathic Medicine|Howard Hughes Medical Institute|Peking Union Medical College|Memorial University of Newfoundland|University of California, San Diego	NA	10	1	9	6	0	TRUE	TRUE	FALSE	TRUE	FALSE	FALSE	28	1.25	NA	NA	4	50377	15	0	10	17	14	72	public	TRUE
305	Isidro Torphy	Development and Evaluation of a Sensitive and Specific Assay for Diagnosis of Human Toxocariasis by Use of Three Recombinant Antigens (TES-26, TES-30USM and TES-120)	INTERNATIONAL JOURNAL OF ONCOLOGY 41: 1809-1819, 2012	10.3892/ijo.2015.3176	2015	January	0	1	0	1	two sets of duplicated facs panels but different percentages gated points	1	NA	0	0	1	1	Isidro Torphy	Universiti Sains Malaysia	144	4931	1995	2016	Tropomyosin 4|Medicine|Urology|Internal medicine|Cancer cell|Electrophoretic mobility shift assay|Porin|Biology|Hsp70|Vaccination	Journal publications	Camilla Treutel|Jaylan Hane PhD|Lexi Gusikowski|Maria Antonietta Panaro|Citlalli Berge IV|Saul Bednar Sr.|Zachariah Crooks III|Anais Schumm|Faustino Stoltenberg|Belle Kris	European Physical Journal C|Journal of Neuroimmunology|Journal of Immunology|Infection and Immunity|Chemical Science|Respirology|Evidence-based Complementary and Alternative Medicine|Tetrahedron|Clinical Microbiology Reviews|Clinical Cancer Research|Aerobiologia	Universiti Sains Malaysia|Florida State University|University of Malaya|DIM|Harvard University|Universidad Abierta Interamericana|London Research Institute|University of California, San Diego|Chonbuk National University|University of Saskatchewan|University of Naples Federico II	NA	10	1	11	11	0	TRUE	TRUE	FALSE	TRUE	FALSE	FALSE	25	5.76	PhD	Biostatistics	10	140089	13	1	25	10	13	43	 	TRUE
306	Quinn Schuppe	Dual Inhibiting Senescence and Epithelial-to-Mesenchymal Transition by Erythropoietin Preserve Tubular Epithelial Cell Regeneration and Ameliorate Renal Fibrosis in Unilateral Ureteral Obstruction	Evidence-Based Complementary, and Alternative Medicine, Volume 2011, Article ID 507920	10.1155/2015/036169	2015	January	0	0	0	1	Rotated microscopy images	1	NA	0	0	0	1	Quinn Schuppe	Thammasat University	104	2850	2007	2018	Biology|Luminosity|Endocrinology|Cell biology|Cardiology|Quorum sensing|Immunology|Porin|Tumor necrosis factor alpha|Cancer research	Journal publications	Adrianna Grady|Cyrus Reilly|Isidro Torphy|Jazlyn Douglas IV|Harmon Mertz|Ephraim Kshlerin|Trisha Harber|Aglae Zieme|Ewell Donnelly|Abby Blanda	Evidence|Molecular Oncology|Biotechnic & Histochemistry|Journal of Virology|Molecular Nutrition & Food Research|Nephrology Dialysis Transplantation|Journal of Medical Case Reports|Neural Regeneration Research|Cytokine|Applied and Environmental Microbiology|Pediatric Surgery International	Thammasat University|Peking Union Medical College Hospital|Peking Union Medical College	NA	10	1	11	3	0	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE	13	8	NA	NA	4	295257	6	1	23	18	5	34	public	TRUE
307	Earline Mraz	Neurogenesis and Increase in Differentiated Neural Cell Survival via Phosphorylation of Akt1 after Fluoxetine Treatment of Stem Cells	J. Clin. Microbiol. 2006, 44(8):2831	10.1128/JCM.39750-88	2015	January	1	1	0	1	Two cases of duplicated blots, different exposure	1	NA	0	0	0	1	Earline Mraz	Tehran University of Medical Sciences	26	132	2015	2017	Cellular differentiation|Virulence|Medicine|Interleukin|Cell growth|Stevioside|Bacteria|Genetics|Cell biology|Immunology	Journal publications	Golden Huel|Marcellus Beer V|Yusuke Zushi|Romaine Reichel|Alexandria Schmitt PhD|Moises Kris|Robbie Klein|Lonny Volkman|Shea Crist|Rosalind Volkman	Clinical Microbiology and Infection|Mbio|Genesis|Brain Research|Cancer Research|Hepatology|Bone|Angewandte Chemie|Diabetes & Metabolism|Molecular Endocrinology|Analytical Chemistry	Tehran University of Medical Sciences|Washington University in St. Louis|Wonkwang University	NA	10	1	11	3	0	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	5	5.2	NA	NA	4	51697	0	0	14	7	3	61	public	TRUE
308	Wilber O'Reilly II	A Comparative Study for the Evaluation of Two Doses of Ellagic Acid on Hepatic Drug Metabolizing and Antioxidant Enzymes in the Rat	PNAS _ April 17, 2012 _ vol. 109 _ no. 16, 6036Ã6041	10.1073/pnas.1680540965	2015	January	1	1	0	0	Overlapping microscopy panels	1	NA	1	0	0	1	Wilber O'Reilly II	Pamukkale University	24	3549	2014	2018	Immune system|Antigen|Stevia rebaudiana|Lung cancer|Cell biology|Recombinant DNA|Immunology|Akt/PKB signaling pathway|Chromosomal translocation|Biology	Journal publications	Rosendo Wuckert|Ed Jaskolski|Ewell Donnelly|Dr. Mozell Price|Shane Raynor|Abby Blanda|Gaetano Connelly MD|Xiu-Min Li|Wolfgang Lubitz|Zella Treutel	Journal of Structural Biology|Journal of Bacteriology|Acta Medica Okayama|The ISME Journal|Current Cancer Drug Targets|Psychiatry Research-neuroimaging|Lancet Oncology|Journal of Autoimmunity|Current Urology|Stem Cells and Development|Journal of Biomedical Materials Research Part A	Pamukkale University|University of Sassari|East China Normal University|University of Giessen	NA	10	1	11	4	0	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE	6	4	NA	NA	4	174419	10	0	15	10	14	65	public 	TRUE
