authors	title	citation	doi	year	month	simple_duplication	reposition_duplication	alteration_duplication	cuts_and_beautification	findings	reported	correction_date	retraction	correction	no_action	completed	first_author	affiliation	publications	citations	year_start	year_end	top_topics	publication_types	top_authors	top_journals	top_institutions	top_conferences	lab_size_approx	publication_variety	journal_variety	institution_variety	conference_variety	biology	medicine	immunology	cancer	biochemistry	virology	career_duration	publication_rate	highest_degree	degree_area	degree_level	total_cites	impact_factor	eigenfactor	web_interest	images_interest	youtube_interest	academic_reputation	affiliation_funding
Zhaojia Wu, Siqi Shen, Zhiling Zhang, Weiwei Zhang, and Wei Xiao	Ubiquitin-conjugating enzyme complex Uev1A-Ubc13 promotes breast cancer metastasis through nuclear factor-_B mediated matrix metalloproteinase-1 gene regulation	Breast Cancer Research 2014, 16:R75	10.1186/bcr3692	2014	NA	0	0	1	0	Overlapping microscopy images	1	2017-03-28	0	1	0	1	Zhaojia Wu	Capital Normal University	4	47	2012	2018	Biology|Metastasis|Cancer research|Transcription factor|Cell biology|Cancer|Innate immune system|In vivo|Inflammation|Colorectal cancer	Journal publications	Wei Xiao|Weiwei Zhang|Heather Neufeld|Eminao Torlakovic|Zhiling Zhang|Siqi Shen|J. Justin McCormick|Veronica M. Maher|Audesh Bhat|Mengxue Lu	Oncotarget|Breast Cancer Research|Cell Cycle|FEBS Letters	Capital Normal University|University of Saskatchewan|Michigan State University	NA	10	1	4	3	0	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	8	0.5	NA	NA	4	8885	5.49	0.03	12.75	9.75	9.25	24.7	public
Alexandr V. Bazhin, Olga N. Shifrina, Marina S. Savchenko, Natalya K. Tikhomirova, Maria A. Goncharskaia, Vera A. Gorbunova, Ivan I. Senin, Alexandr G. Chuchalin, Pavel P. Philippov	Low titre autoantibodies against recoverin in sera of patients with small cell lung cancer but without a loss of vision	Lung Cancer 34 (2001) 99Ð104	10.1016/S0169-5002(01)00212-4	2001	NA	0	0	1	0	Duplicated blot strips	1	NA	0	0	1	1	Alexandr V. Bazhin	Ludwig Maximilian University of Munich	128	1842	2001	2019	Biology|Immunology|Medicine|Cancer research|Cancer|Pancreatic cancer|Immune system|Tumor microenvironment|Molecular biology|Internal medicine	Journal publications|Other	Jens Werner|Svetlana Karakhanova|Pavel P. Philippov|Dirk Schadendorf|Stefan B. Eichmüller|Yuhui Yang|Viktor Umansky|Jan G. D’Haese|Ivan Shevchenko|Markus Guba	International Journal of Cancer|Journal of Cellular Physiology|Proceedings of the National Academy of Sciences of the United States of America|Biochemistry|Current Medicinal Chemistry|Oncotarget|International Reviews of Immunology|Experimental Dermatology|Cancer Immunology, Immunotherapy|OncoImmunology	Heidelberg University|Ludwig Maximilian University of Munich|German Cancer Research Center|Moscow State University|University Hospital Heidelberg|University of Duisburg-Essen|Chubu University|Hebrew University of Jerusalem|Hannover Medical School|French Institute of Health and Medical Research	NA	10	2	10	10	0	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	19	6.7368421052631575	NA	NA	4	1370	2.92	NA	38.25	0	0	75.4	public
Marina S. Savchenko, Alexandr V. Bazhin, Olga N. Shifrina, Sofia A. Demoura, Eugenia A. Kogan, Alexandr G. Chuchalin, Pavel P. Philippov	Antirecoverin autoantibodies in the patient with non-small cell lung cancer but without cancer-associated retinopathy	Lung Cancer (2003) 41, 363__/367	10.1016/S0169-5002(03)00239-3	2003	NA	0	0	1	0	Duplicated blot strips	1	2016-07-05	1	0	0	1	Marina S. Savchenko	Moscow State University	11	184	2001	2018	Medicine|Pathology|Cancer|Lung cancer|Recoverin|Antigen|Small Cell Lung Carcinoma|Autoantibody|Cornea|Carcinoma	Journal publications	Pavel P. Philippov|Alexandr V. Bazhin|Ivan I. Senin|Olga N. Shifrina|Alexandr G. Chuchalin|Andrey A. Zamyatnin|Marina O. Golovastova|O. S. Gancharova|Viktoriia E. Baksheeva|Sofia A. Demoura	Lung Cancer|Biochemistry|Oncology Letters|Oxidative Medicine and Cellular Longevity|Bulletin of Experimental Biology and Medicine|Biochemistry (moscow) Supplement Series B: Biomedical Chemistry|European Respiratory Journal	Moscow State University|Academy of Medical Sciences, United Kingdom|Heidelberg University|I.M. Sechenov First Moscow State Medical University	NA	10	1	7	4	0	FALSE	TRUE	FALSE	TRUE	FALSE	FALSE	19	0.5789473684210527	NA	NA	4	2013	1.8	NA	41.5	0	0	58.4	public
Stephana Carelli, Giorgia Zadra, Valentina Vaira, Monica Falleni, Luca Bottiglieri, Mario Nosotti, Anna Maria Di Giulio, Alfredo Gorio, Silvano Bosari	Up-regulation of focal adhesion kinase in non-small cell lung cancer	Lung Cancer (2006) 53, 263Ñ271	10.1016/j.lungcan.2006.06.001	2006	NA	0	0	0	1	Duplicated lanes with blot panel	1	NA	0	0	1	1	Stephana Carelli	University of Milan	47	907	1993	2019	Biology|Erythropoietin|Immunology|Spinal cord injury|Medicine|Neuroscience|Cell biology|Biochemistry|Pathology|Pharmacology	Journal publications|Other	Anna Maria Di Giulio|Alfredo Gorio|Toniella Giallongo|L. Madaschi|Elisa Latorre|Elena Lesma|Federica Rey|Giovanni Marfia|Mattia Colli|Giorgio Ghilardi	Proceedings of the National Academy of Sciences of the United States of America|Biochimica et Biophysica Acta|International Journal of Molecular Sciences|Cell Transplantation|American Journal of Pathology|Neurological Sciences|Asn Neuro|Cells|Neurobiology of Disease|Neurology Research International	University of Milan|University of Catania|University of Trento|Ohio State University|University of Brescia|University of Pavia|University of Pavol Jozef Šafárik|Duke University|University of Pisa|European Institute of Oncology	NA	10	2	10	10	0	TRUE	TRUE	TRUE	FALSE	TRUE	FALSE	27	1.7407407407407407	NA	NA	4	4359	3.55	NA	20.25	0	0	65	public
Katherine M. Finan, Greg Hodge, Ann M. Reynolds, Sandra Hodge, Mark D. Holmes, Andrew H. Baker, Paul N. Reynolds	In vitro susceptibility to the pro-apoptotic effects of TIMP-3 gene delivery translates to greater in vivo efficacy versus gene delivery for TIMPs-1 or -2	Lung Cancer (2006) 53, 273Ñ284	10.1016/j.lungcan.2006.06.006	2006	NA	0	0	1	0	Overlapping microscopy images	1	2016-06-13	0	1	0	1	Katherine M. Finan	Royal Adelaide Hospital	3	31	2004	2016	Apoptosis|In vivo|Gene delivery|Pathology|Medicine|Matrix metalloproteinase|Genetic enhancement|Genetic transfer|Fas ligand|Cell culture	Journal publications	Mark Holmes|Paul N. Reynolds|Ann M. Reynolds|Sandra Hodge|Andrew H. Baker|Greg Hodge	Lung Cancer|Molecular Therapy	Boston Children's Hospital|Royal Adelaide Hospital|University of Adelaide|University of Glasgow	NA	6	1	2	4	0	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	16	0.1875	Associate	Field Epidemiology	3	4359	3.55	NA	19.75	0	0	NA	public
Kang Fang, Shih-Ping Chen, Chia-Wei Lin, Wan-Chun Cheng, Hwei-Tien Huang	Ellipticine-induced apoptosis depends on Akt translocation and signaling in lung epithelial cancer cells	Lung Cancer 63 (2009) 227Ð234	10.1016/j.lungcan.2008.05.026	2009	NA	0	0	1	0	Shifted reused blots	1	2016-10-01	1	0	0	1	Kang Fang	National Taiwan Normal University	51	1202	1986	2018	Biology|Apoptosis|Cell culture|Cancer research|Cell|Molecular biology|Programmed cell death|Cancer|Cell biology|Immunology	Journal publications|Repository papers|Other	Chien-Chih Chiu|Jing Ping Wang|Y. S. Lai|I. C. Guo|Chun Yen Liu|S. C. Chen|Chang Heng Hsieh|S. Murali|C. Y. Chang|Ching-Fa Yao	Journal of Fish Diseases|Apoptosis|Journal of Agricultural and Food Chemistry|Clinical Genetics|Cancer Research|Lung Cancer|Oncology Letters|Drug Design Development and Therapy|Molecular and Cellular Biochemistry|International Journal of Oncology	National Taiwan Normal University|Kaohsiung Medical University|National Taiwan University|Academia Sinica|National Cheng Kung University|University of Texas MD Anderson Cancer Center|China Medical University (PRC)|National Taiwan Ocean University|Memorial Hospital of South Bend|Technische Universität München	NA	10	3	10	10	0	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE	34	1.5	Other	Endorsements in STEM, Arts & Humanities, and Multidisciplinary Studies	1	5730	3.12	0.02	14	12.5	8.75	34.5	public
Shun-Dong Dai, Yan Wang, Gui-Yang Jiang, Peng-Xin Zhang, Xin-Jun Dong, Qiang Wei, Hong-Tao Xu, Qing-Chang Li, Chen Zhao, En-Hua Wang	Kaiso is expressed in lung cancer: Its expression and localization is affected by p120ctn	Lung Cancer 67 (2010) 205Ð215	10.1016/j.lungcan.2009.06.013	2010	NA	0	0	0	1	Duplicated parts of lanes to make 2 negative lanes	1	2016-12-01	1	0	0	1	Shun-Dong Dai	China Medical University (PRC)	37	662	2006	2015	Biology|Lung cancer|Pathology|Cancer research|Immunohistochemistry|Catenin|Medicine|Immunology|Cancer|Cadherin	Journal publications|Other	Enhua Wang|Hong-Tao Xu|Yan Wang|Yuan Miao|Yang Han|Yang Liu|Qingchang Li|Juan-Han Yu|Guiyang Jiang|Yue Zhao	PLOS ONE|Diagnostic Pathology|Apmis|International Journal of Clinical and Experimental Pathology|The Journal of Pathology|BMC Cancer|Targeted Oncology|Lung Cancer|Cancer Science|Molecular Carcinogenesis	China Medical University (PRC)|Linköping University|Duke University|University of Texas MD Anderson Cancer Center	NA	10	2	10	4	0	TRUE	TRUE	TRUE	TRUE	FALSE	FALSE	14	2.642857142857143	NA	NA	4	6396	3.36	0.02	18.5	16.75	7.5	31.3	public
Kazutoshi Komiya, Naoko Sueoka-Aragane, Akemi Sato, Takashi Hisatomi, Toru Sakuragi, Masahiro Mitsuoka, Toshimi Sato, Shinichiro Hayashi, Hiroto Izumi, Makoto Tsuneoka, Eisaburo Sueoka	Expression of Mina53, a novel c-Myc target gene, is a favorable prognostic marker in early stage lung cancer	Lung Cancer 69 (2010) 232Ð238	10.1016/j.lungcan.2009.10.010	2010	NA	0	0	0	1	Manipulated FACS panels	1	2016-11-01	0	1	0	1	Kazutoshi Komiya	Saga University	58	348	2004	2019	Medicine|Pathology|Internal medicine|Biology|Mutation|Lung cancer|Molecular biology|T790M|Cancer|genomic DNA	Journal publications	Shinya Kimura|Naoko Sueoka-Aragane|Tomomi Nakamura|Eisaburo Sueoka|Akemi Sato|Shinichiro Hayashi|Kentaro Iwanaga|Mitsuharu Hirai|Toshiya Hosomi|Tomonori Abe	Journal of Thoracic Oncology|Lung Cancer|Annals of Oncology|Cancer Research|Journal of Cancer Research and Clinical Oncology|Journal of Clinical Oncology|Journal of Medical Case Reports|Biomarker Insights|Case reports in rheumatology|Case Reports in Oncology	Saga University|Saga Group|Kumamoto University|Kyushu University|Oita University|Japanese Foundation for Cancer Research|Takasaki University of Health and Welfare|Kanazawa University|Chonnam National University|Yamagata University	NA	10	1	10	10	0	TRUE	TRUE	FALSE	TRUE	FALSE	FALSE	16	3.625	NA	NA	4	6396	3.36	0.02	22	22	23	18.5	public
Hakan Akca, Aydin Demiray, Onur Tokgun, Jun Yokota	Invasiveness and anchorage independent growth ability augmented by PTEN inactivation through the PI3K/AKT/NFkB pathway in lung cancer cells	Lung Cancer 73 (2011) 302Ð309	10.1016/j.lungcan.2011.01.012	2011	NA	0	0	0	1	Duplicated bands within same blot	1	2016-11-01	0	1	0	1	Hakan Akca	Pamukkale University	41	452	2004	2019	Biology|Cancer research|Cell culture|Protein kinase B|Molecular biology|Chemistry|PTEN|Genetics|PI3K/AKT/mTOR pathway|Lung cancer	Journal publications|Other	Onur Tokgun|Aydin Demiray|Jun Yokota|Bülent Kaya|Esref Demir|Fatma Turna|Durmus Burgucu|Gerard Vales|Sezgin Aksakal|Amadeu Creus	Lung Cancer|Journal of Hazardous Materials|Cancer Genetics and Cytogenetics|Cancer Cell International|Environmental Research|Molecular Biotechnology|Journal of Enzyme Inhibition and Medicinal Chemistry|Tumor Biology|Journal of Medicinal Food|Psychiatry Research-neuroimaging	Pamukkale University|Akdeniz University|Autonomous University of Barcelona|Ciber|University of Sassari|Epigenomics AG|Kafkas University|Yüzüncü Yil University|Usak University|Selçuk University	NA	10	2	10	10	0	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	16	2.5625	NA	NA	4	6587	3.43	0.02	12.25	9.25	4.75	19	public
Norimitsu Tanaka, Shinichi Toyooka, Junichi Soh, Takafumi Kubo, Hiromasa Yamamoto, Yuho Maki, Takayuki Muraoka, Kazuhiko Shien, Masashi Furukawa, Tsuyoshi Ueno, Hiroaki Asano, Kazunori Tsukuda, Keisuke Aoe, Shinichiro Miyoshi	Frequent methylation and oncogenic role of microRNA-34b/c in small-cell lung cancer	Lung Cancer 76 (2012) 32Ð38	10.1016/j.lungcan.2011.10.002	2012	NA	0	1	0	0	Duplicated microscopy image; might be error	1	NA	0	1	0	1	Norimitsu Tanaka	Okayama University	43	698	1987	2017	Medicine|Cancer research|Pathology|Biology|Lung cancer|Molecular biology|Cell culture|Methylation|Internal medicine|Oncology	Journal publications|Other	Shinichi Toyooka|Shinichiro Miyoshi|Kazunori Tsukuda|Junichi Soh|Hiroaki Asano|Yuho Maki|Kazuhiko Shien|Takayuki Muraoka|Masashi Furukawa|Tsuyoshi Ueno	Lung Cancer|Cancer Research|Oncology Reports|Acta Medica Okayama|Anticancer Research|PLOS ONE|Diseases of The Esophagus|Oncology Letters|Molecular and Clinical Oncology|Journal of Cancer Research and Clinical Oncology	Okayama University|Kawasaki Medical School|New York University	NA	10	2	10	3	0	TRUE	TRUE	FALSE	TRUE	FALSE	FALSE	33	1.303030303030303	NA	NA	4	7698	3.39	0.02	21.25	19	12	46.2	public
Dusanka S. Skundric, Weili Zhou, William W. Cruikshank, Rujuan Dai	Increased levels of bioactive IL-16 correlate with disease activity during relapsing experimental autoimmune encephalomyelitis (EAE)	Journal of Autoimmunity 25 (2005) 206-214	10.1016/j.jaut.2005.09.016	2005	NA	0	0	1	0	Duplicated blot strips, stretched multiple cases	1	NA	0	0	1	1	Dusanka S. Skundric	Wayne State University	24	612	1994	2020	Immunology|Biology|Multiple sclerosis|Cytokine|Experimental autoimmune encephalomyelitis|Medicine|T cell|Pathology|Central nervous system|Schwann cell	Journal publications|Other	Robert P. Lisak|William W. Cruikshank|Rujuan Dai|Harley Y. Tse|Paul C. Montgomery|Beverly Bealmear|Djordje Gveric|Juan Cai|Vaagn L. Zakarian|Weili Zhou	Journal of Neuroinflammation|Journal of Neuroimmunology|Cytokine|Experimental Diabesity Research|Annals of the New York Academy of Sciences|Neural Regeneration Research|Journal of Neuroscience Research|Journal of Autoimmunity|Molecular Neurodegeneration|Multiple Sclerosis Journal	Wayne State University|Boston University|University College London|University of Colorado Denver|University of Belgrade|University of Graz	NA	10	2	10	6	0	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	26	0.9230769230769231	PhD	Immunology	10	2180	2.49	NA	27.25	0	0	56.4	public
Pascale Gerbaud, Loõc Petzold, Patrice Therond, Wayne B. Anderson, Daniele Evain-Brion, Francoise Raynaud	Differential regulation of Cu, Zn- and Mn-superoxide dismutases by retinoic acid in normal and psoriatic human fibroblasts	Journal of Autoimmunity 24 (2005) 69-78	10.1016/j.jaut.2004.10.003	2005	NA	0	1	0	0	Duplicated blot panel	1	NA	0	0	1	1	Pascale Gerbaud	University of Paris	6	294	1996	2014	Biology|Psoriasis|Superoxide dismutase|Fibroblast|Molecular biology|Immunology|Biochemistry|Human chorionic gonadotropin|Trophoblast|Cytotrophoblast	Journal publications	Danièle Evain-Brion|Wayne B. Anderson|Patrice Thérond|Françoise Raynaud|J. Guibourdenche|Guillaume Pidoux|Fatima Ferreira|Josette Badet|Geri Meduri|Jean-Louis Frendo	Journal of Investigative Dermatology|Journal of Cellular Physiology|Journal of Autoimmunity|Free Radical Biology and Medicine|Placenta	University of Paris|National Institutes of Health|Centre national de la recherche scientifique|French Institute of Health and Medical Research|Paris Descartes University	NA	10	1	5	5	0	TRUE	FALSE	TRUE	FALSE	TRUE	FALSE	24	0.25	NA	NA	4	2180	2.49	NA	25.75	0	0	67.6	public
M. Sisto, S. Lisi, D. Castellana, P. Scagliusi, M. D'Amore, S. Caprio, A. Scagliusi, A. Acquafredda, M.A. Panaro, V. Mitolo	Autoantibodies from Sjšgren's syndrome induce activation of both the intrinsic and extrinsic apoptotic pathways in human salivary gland cell line A-253	Journal of Autoimmunity 27 (2006) 38-49	10.1016/j.jaut.2006.05.001	2006	NA	0	0	0	1	Overlapping microscopy, duplicated bands within blots	1	NA	0	0	1	1	M. Sisto	University of Bari	83	1186	2000	2020	Biology|Immunology|Inflammation|Autoantibody|Salivary gland|Autoimmunity|Autoimmune disease|Cancer research|Cytokine|Apoptosis	Journal publications|Other	Sabrina Lisi|Massimo D’Amore|Dario Domenico Lofrumento|Vincenzo Mitolo|Domenico Ribatti|Maria Antonietta Panaro|A. Acquafredda|P. Scagliusi|Giuseppe Ingravallo|Loredana Lorusso	Clinical and Experimental Medicine|Histochemistry and Cell Biology|Journal of Autoimmunity|Immunopharmacology and Immunotoxicology|Laboratory Investigation|Annals of the New York Academy of Sciences|Immunology Letters|Journal of Medical Microbiology|Pathology|International Immunology	University of Bari|University of Salento|University of Wisconsin-Madison|DIM	NA	10	2	10	4	0	TRUE	FALSE	TRUE	TRUE	FALSE	FALSE	20	4.15	NA	NA	4	1990	2.15	NA	21.5	0	0	53.9	public
Itshak Golan, Shlomo Nedvetzki, Ira Golan, Lora Eshkar-Sebban, David Levartovsky, Ori Elkayam, Dan Caspi, Suhail Aamar, Howard Amital, Alan Rubinow, David Naor	Expression of extra trinucleotide in CD44 variant of rheumatoid arthritis patients allows generation of disease-specific monoclonal antibody	Journal of Autoimmunity 28 (2007) 99-113	10.1016/j.jaut.2007.02.007	2007	NA	0	1	0	0	Duplicated FACS panel	1	NA	0	0	1	1	Itshak Golan	Hebrew University of Jerusalem	20	953	2000	2009	Biology|CD44|Immunology|Cell|Molecular biology|Cell biology|Cellular differentiation|Cell signaling|Cluster of differentiation|Cell growth	Journal publications|Patents|Other	David Naor|Shlomo Nedvetzki|Dan Caspi|Lora Melnik|Yoram Faitelson|Ira Golan|Lora Eshkar Sebban|Yehiel Zick|Avner Yayon|Ori Elkayam	Critical Reviews in Clinical Laboratory Sciences|Journal of Immunology|Journal of Clinical Investigation|Annals of the New York Academy of Sciences|Journal of Autoimmunity|The Open Rheumatology Journal|Cell Adhesion and Communication	Hebrew University of Jerusalem|Weizmann Institute of Science|University of Western Ontario	NA	10	3	7	3	0	TRUE	FALSE	TRUE	FALSE	FALSE	FALSE	20	1	PhD	Cell Research and Immunology	10	2631	3.39	0.01	21.5	0	0	60.9	public
Xiaoyan Xiao, Bin Ma, Baojun Dong, Peng Zhao, Ningwen Tai, Li Chen, F. Susan Wong, Li Wen	Cellular and humoral immune responses in the early stages of diabetic nephropathy in NOD mice	Journal of Autoimmunity 32 (2009) 85Ð93	10.1016/j.jaut.2008.12.003	2009	NA	0	0	1	0	Overlapping microscopy images	1	NA	0	0	1	1	Xiaoyan Xiao	Yale University	6	187	2009	2016	Diabetes mellitus|Biology|Internal medicine|Endocrinology|NOD mice|Nod|Immunology|Medicine|Hepatitis|Diabetic cardiomyopathy	Journal publications	Li Wen|F. Susan Wong|Peng Zhao|Ningwen Tai|Dake Qi|Baojun Dong|Li Chen|Long Yang|Yan Huang|Lena Alexopoulou	American Journal of Physiology-heart and Circulatory Physiology|Journal of Immunology|Journal of Autoimmunity|Archives of Medical Research|Clinical and Experimental Immunology	Yale University|Shandong University|Cardiff University|Howard Hughes Medical Institute|University of Bristol|New York University|King's College London|Ghent University Hospital|Institut national de la recherche scientifique	NA	10	1	5	9	0	TRUE	TRUE	TRUE	FALSE	FALSE	FALSE	11	0.5454545454545454	PhD	Neuroscience	10	3239	7.23	0.01	15	10.5	8.75	84.4	private
Dana Ben-Ami Shor, Miri Blank, Sandra Reuter, Torsten Matthias, Inbal Beiglass, Alexander Volkov, Iris Barshack, Yehuda Shoenfeld	Anti-ribosomal-P antibodies accelerate lupus glomerulonephritis and induce lupus nephritis in nai_ve mice	Journal of Autoimmunity 54 (2014) 118-126	10.1016/j.jaut.2014.02.013	2014	NA	0	1	0	0	Duplicated microscopy panels	1	2016-02-01	0	1	0	1	Dana Ben-Ami Shor	Sheba Medical Center	34	1066	2009	2019	Medicine|Pediatrics|Childhood obesity|Overweight|Body mass index|Young adult|Immunology|Heart disease|Cause of death|Sudden death	Journal publications|Other	Gilad Twig|Adi Leiba|Nehama Goldberger|Hagai Levine|Ziona Haklai|Dorit Tzur|Arnon Afek|Estela Derazne|Ari Shamiss|Gal Yaniv	The New England Journal of Medicine|Autoimmunity Reviews|Journal of Autoimmunity|Clinical Reviews in Allergy & Immunology|Diabetes Care|Gastroenterology|The Journal of Clinical Endocrinology and Metabolism|Annals of the New York Academy of Sciences|European Journal of Endocrinology|European Journal of Pediatrics	Tel Aviv University|Sheba Medical Center|Medical Corps|Ben-Gurion University of the Negev|Brigham and Women's Hospital|Hebrew University of Jerusalem|Israel Ministry of Health|Clalit Health Services|Weizmann Institute of Science|Albert Einstein College of Medicine	NA	10	2	10	10	0	FALSE	TRUE	TRUE	FALSE	FALSE	FALSE	11	3.090909090909091	NA	NA	4	4722	8.41	0.01	22.5	18.25	11.25	NA	private 
